id,session,exp_name,exp_start,stimuli,stim_start,response,rt,block,stim_targ_names,resp_key,stim_dur,type
examplefmt1,1,PGNGS_RST_750_english,16.8684844,L_q.bmp,368.9525475,,,1,"['L_s.bmp', 'L_r.bmp']",n,0.75,go
examplefmt1,1,PGNGS_RST_750_english,16.8684844,L_w.bmp,369.7022272,,,1,"['L_s.bmp', 'L_r.bmp']",n,0.75,go
examplefmt1,1,PGNGS_RST_750_english,16.8684844,L_d.bmp,370.4527668,,,1,"['L_s.bmp', 'L_r.bmp']",n,0.75,go
examplefmt1,1,PGNGS_RST_750_english,16.8684844,L_f.bmp,371.2020059,,,1,"['L_s.bmp', 'L_r.bmp']",n,0.75,go
examplefmt1,1,PGNGS_RST_750_english,16.8684844,L_s.bmp,371.952612,n,0.4516633,1,"['L_s.bmp', 'L_r.bmp']",n,0.75,go
examplefmt1,1,PGNGS_RST_750_english,16.8684844,L_j.bmp,372.7021099,,,1,"['L_s.bmp', 'L_r.bmp']",n,0.75,go
examplefmt1,1,PGNGS_RST_750_english,16.8684844,L_k.bmp,373.4524031,,,1,"['L_s.bmp', 'L_r.bmp']",n,0.75,go
examplefmt1,1,PGNGS_RST_750_english,16.8684844,L_r.bmp,374.2019622,n,0.4582776,1,"['L_s.bmp', 'L_r.bmp']",n,0.75,go
examplefmt1,1,PGNGS_RST_750_english,16.8684844,L_k.bmp,374.9526377,,,1,"['L_s.bmp', 'L_r.bmp']",n,0.75,go
examplefmt1,1,PGNGS_RST_750_english,16.8684844,L_f.bmp,375.7020678,,,1,"['L_s.bmp', 'L_r.bmp']",n,0.75,go
examplefmt1,1,PGNGS_RST_750_english,16.8684844,L_l.bmp,376.4526759,,,1,"['L_s.bmp', 'L_r.bmp']",n,0.75,go
examplefmt1,1,PGNGS_RST_750_english,16.8684844,L_s.bmp,377.2022818,n,0.4176442,1,"['L_s.bmp', 'L_r.bmp']",n,0.75,go
examplefmt1,1,PGNGS_RST_750_english,16.8684844,L_n.bmp,377.9522515,,,1,"['L_s.bmp', 'L_r.bmp']",n,0.75,go
examplefmt1,1,PGNGS_RST_750_english,16.8684844,L_d.bmp,378.7021419,,,1,"['L_s.bmp', 'L_r.bmp']",n,0.75,go
examplefmt1,1,PGNGS_RST_750_english,16.8684844,L_s.bmp,379.452724,n,0.4545571,1,"['L_s.bmp', 'L_r.bmp']",n,0.75,go
examplefmt1,1,PGNGS_RST_750_english,16.8684844,L_v.bmp,380.2019116,,,1,"['L_s.bmp', 'L_r.bmp']",n,0.75,go
examplefmt1,1,PGNGS_RST_750_english,16.8684844,L_f.bmp,380.9523906,,,1,"['L_s.bmp', 'L_r.bmp']",n,0.75,go
examplefmt1,1,PGNGS_RST_750_english,16.8684844,L_w.bmp,381.7021546,,,1,"['L_s.bmp', 'L_r.bmp']",n,0.75,go
examplefmt1,1,PGNGS_RST_750_english,16.8684844,L_q.bmp,382.4525559,,,1,"['L_s.bmp', 'L_r.bmp']",n,0.75,go
examplefmt1,1,PGNGS_RST_750_english,16.8684844,L_k.bmp,383.2019118,,,1,"['L_s.bmp', 'L_r.bmp']",n,0.75,go
examplefmt1,1,PGNGS_RST_750_english,16.8684844,L_b.bmp,383.9523987,,,1,"['L_s.bmp', 'L_r.bmp']",n,0.75,go
examplefmt1,1,PGNGS_RST_750_english,16.8684844,L_f.bmp,384.7019683,,,1,"['L_s.bmp', 'L_r.bmp']",n,0.75,go
examplefmt1,1,PGNGS_RST_750_english,16.8684844,L_j.bmp,385.4528365,,,1,"['L_s.bmp', 'L_r.bmp']",n,0.75,go
examplefmt1,1,PGNGS_RST_750_english,16.8684844,L_s.bmp,386.202081,n,0.4573078,1,"['L_s.bmp', 'L_r.bmp']",n,0.75,go
examplefmt1,1,PGNGS_RST_750_english,16.8684844,L_b.bmp,386.9526304,,,1,"['L_s.bmp', 'L_r.bmp']",n,0.75,go
examplefmt1,1,PGNGS_RST_750_english,16.8684844,L_q.bmp,387.7020818,,,1,"['L_s.bmp', 'L_r.bmp']",n,0.75,go
examplefmt1,1,PGNGS_RST_750_english,16.8684844,L_m.bmp,388.4525529,,,1,"['L_s.bmp', 'L_r.bmp']",n,0.75,go
examplefmt1,1,PGNGS_RST_750_english,16.8684844,L_q.bmp,389.2020578,,,1,"['L_s.bmp', 'L_r.bmp']",n,0.75,go
examplefmt1,1,PGNGS_RST_750_english,16.8684844,L_f.bmp,389.952487,,,1,"['L_s.bmp', 'L_r.bmp']",n,0.75,go
examplefmt1,1,PGNGS_RST_750_english,16.8684844,L_j.bmp,390.7021893,,,1,"['L_s.bmp', 'L_r.bmp']",n,0.75,go
examplefmt1,1,PGNGS_RST_750_english,16.8684844,L_m.bmp,391.4525616,,,1,"['L_s.bmp', 'L_r.bmp']",n,0.75,go
examplefmt1,1,PGNGS_RST_750_english,16.8684844,L_b.bmp,392.2023225,,,1,"['L_s.bmp', 'L_r.bmp']",n,0.75,go
examplefmt1,1,PGNGS_RST_750_english,16.8684844,L_w.bmp,392.9523958,,,1,"['L_s.bmp', 'L_r.bmp']",n,0.75,go
examplefmt1,1,PGNGS_RST_750_english,16.8684844,L_m.bmp,393.7015312,,,1,"['L_s.bmp', 'L_r.bmp']",n,0.75,go
examplefmt1,1,PGNGS_RST_750_english,16.8684844,L_n.bmp,394.4528683,,,1,"['L_s.bmp', 'L_r.bmp']",n,0.75,go
examplefmt1,1,PGNGS_RST_750_english,16.8684844,L_f.bmp,395.2022805,,,1,"['L_s.bmp', 'L_r.bmp']",n,0.75,go
examplefmt1,1,PGNGS_RST_750_english,16.8684844,L_m.bmp,395.9526989,,,1,"['L_s.bmp', 'L_r.bmp']",n,0.75,go
examplefmt1,1,PGNGS_RST_750_english,16.8684844,L_n.bmp,458.0844208,,,2,"['L_s.bmp', 'L_r.bmp']",n,0.75,gng
examplefmt1,1,PGNGS_RST_750_english,16.8684844,L_q.bmp,458.1854878,,,2,"['L_s.bmp', 'L_r.bmp']",n,0.75,gng
examplefmt1,1,PGNGS_RST_750_english,16.8684844,L_f.bmp,458.936017,,,2,"['L_s.bmp', 'L_r.bmp']",n,0.75,gng
examplefmt1,1,PGNGS_RST_750_english,16.8684844,L_r.bmp,459.6855997,n,0.4308549,2,"['L_s.bmp', 'L_r.bmp']",n,0.75,gng
examplefmt1,1,PGNGS_RST_750_english,16.8684844,L_p.bmp,460.4354495,,,2,"['L_s.bmp', 'L_r.bmp']",n,0.75,gng
examplefmt1,1,PGNGS_RST_750_english,16.8684844,L_k.bmp,461.1857743,,,2,"['L_s.bmp', 'L_r.bmp']",n,0.75,gng
examplefmt1,1,PGNGS_RST_750_english,16.8684844,L_m.bmp,461.9361909,,,2,"['L_s.bmp', 'L_r.bmp']",n,0.75,gng
examplefmt1,1,PGNGS_RST_750_english,16.8684844,L_f.bmp,462.6854531,,,2,"['L_s.bmp', 'L_r.bmp']",n,0.75,gng
examplefmt1,1,PGNGS_RST_750_english,16.8684844,L_k.bmp,463.4358112,,,2,"['L_s.bmp', 'L_r.bmp']",n,0.75,gng
examplefmt1,1,PGNGS_RST_750_english,16.8684844,L_s.bmp,464.1856886,n,0.4113821,2,"['L_s.bmp', 'L_r.bmp']",n,0.75,gng
examplefmt1,1,PGNGS_RST_750_english,16.8684844,L_w.bmp,464.9362072,,,2,"['L_s.bmp', 'L_r.bmp']",n,0.75,gng
examplefmt1,1,PGNGS_RST_750_english,16.8684844,L_j.bmp,465.685472,,,2,"['L_s.bmp', 'L_r.bmp']",n,0.75,gng
examplefmt1,1,PGNGS_RST_750_english,16.8684844,L_p.bmp,466.4361079,,,2,"['L_s.bmp', 'L_r.bmp']",n,0.75,gng
