filename_id,id,session,datetime,exp_name,software_version,framerate,go_2T_hit,go_2T_om,go_2T_randcom,go_2T_hit_rt_mean,go_2T_hit_rt_sd,go_2T_pctt,gng_2T_hit,gng_2T_om,gng_2T_com,gng_2T_rej,gng_2T_mo,gng_2T_randcom,gng_2T_hit_rt_mean,gng_2T_hit_rt_sd,gng_2T_com_rt_mean,gng_2T_com_rt_sd,gng_2T_pctt,gng_2T_pcit,gs_2T_hit,gs_2T_om,gs_2T_com,gs_2T_rej,gs_2T_randcom,gs_2T_hit_rt_mean,gs_2T_hit_rt_sd,gs_2T_com_rt_mean,gs_2T_com_rt_sd,gs_2T_stp_tm_rej,gs_2T_stp_tm_com,gs_2T_pctt,gs_2T_pcit,go_3T_hit,go_3T_om,go_3T_randcom,go_3T_hit_rt_mean,go_3T_hit_rt_sd,go_3T_pctt,gng_3T_hit,gng_3T_om,gng_3T_com,gng_3T_rej,gng_3T_mo,gng_3T_randcom,gng_3T_hit_rt_mean,gng_3T_hit_rt_sd,gng_3T_com_rt_mean,gng_3T_com_rt_sd,gng_3T_pctt,gng_3T_pcit,gs_3T_hit,gs_3T_om,gs_3T_com,gs_3T_rej,gs_3T_randcom,gs_3T_hit_rt_mean,gs_3T_hit_rt_sd,gs_3T_com_rt_mean,gs_3T_com_rt_sd,gs_3T_stp_tm_rej,gs_3T_stp_tm_com,gs_3T_pctt,gs_3T_pcit
example,example2,1,2025-00-00_00h00.00.000,PGNGS_shapes_600ms_v11r1,2021.1.4,59.88382538,11,15,1,0.5278090909090909,0.1137212069452787,0.4230769230769231,26,7,2,6,4,1,0.48544230769230773,0.06723150554956758,0.7056499999999999,0.24939656172449526,0.7878787878787878,0.5,20,7,7,5,0,0.4969499999999999,0.06462728363062835,0.47445714285714286,0.05016827872746075,0.28,0.34285714285714286,0.7407407407407407,0.4166666666666667,7,19,0,0.5931285714285714,0.05324777661354242,0.2692307692307692,30,2,9,3,1,1,0.5170966666666666,0.08023926067719583,0.5538000000000001,0.11381151084139071,0.9375,0.23076923076923078,20,8,11,1,0,0.58861,0.09651598667687403,0.4324090909090909,0.07469738221042896,0.25,0.3227272727272727,0.7142857142857143,0.08333333333333333
example,example3,1,2025-01-01_00h00.00.000,PGNGS_shapes_600ms_v11r1,2022.2.5,59.52380952,20,6,2,0.6268149999999999,0.1256276715871987,0.7692307692307693,27,6,2,8,2,0,0.5887962962962964,0.10506956113957398,0.8344,0.16744288578497446,0.8181818181818182,0.6666666666666666,19,8,5,7,1,0.6580631578947368,0.1304250964710154,0.5212800000000001,0.08664183169808913,0.29285714285714287,0.35,0.7037037037037037,0.5833333333333334,20,6,0,0.64627,0.11687120261210626,0.7692307692307693,24,8,4,5,4,3,0.6468208333333333,0.11464895372649378,0.744875,0.06758630901792659,0.75,0.38461538461538464,20,8,10,2,3,0.59515,0.10971799497371719,0.5221000000000001,0.12531633750012186,0.275,0.325,0.7142857142857143,0.16666666666666666
